window	context	chr	Average_Methylation	CI_low	CI_high	sex	Allele
52	CHG	X	0.32020658489348	0.306801185958585	0.333838250183437	Male	X in male
53	CHG	X	0.33623883198954	0.32256921814087	0.350117126386097	Male	X in male
55	CHG	X	0.371544715447154	0.358020324638483	0.385221698890829	Male	X in male
56	CHG	X	0.311484807949551	0.298950011221538	0.324230176339503	Male	X in male
57	CHG	X	0.337117372795459	0.323923893850215	0.350503870464515	Male	X in male
58	CHG	X	0.365582371458552	0.351889239728423	0.379440402634688	Male	X in male
59	CHG	X	0.333140320401467	0.320306480690813	0.346162389244055	Male	X in male
60	CHG	X	0.379566321547177	0.366246740433872	0.393023374292417	Male	X in male
5	CHG	X	0.542301382704476	0.527211050150623	0.557333754258591	Male	X in male
6	CHG	X	0.506422018348624	0.491467053825652	0.521368372354624	Male	X in male
15	CHG	X	0.623526028185217	0.607179510192266	0.639664557206601	Male	X in male
18	CHG	X	0.651459241865146	0.6340437886804	0.66857692304264	Male	X in male
32	CHG	X	0.0856898694841517	0.080909645427379	0.0906583677239409	Male	X in male
54	CHG	X	0.34236831987697	0.329469224184357	0.355444502186467	Male	X in male
50	CHG	X	0.342238904835505	0.328415883449363	0.356265628161332	Male	X in male
2	CHG	Y	0.734732824427481	0.722555483104092	0.74664819374969	Male	Y in male
10	CHG	Y	0.586473621578739	0.572734391031837	0.600112644747215	Male	Y in male
22	CHG	Y	0.128015067744091	0.122946499323563	0.133215481374364	Male	Y in male
23	CHG	Y	0.187088899437174	0.18082296599336	0.193478522784062	Male	Y in male
24	CHG	Y	0.216002147939321	0.209416523547369	0.222698850654842	Male	Y in male
25	CHG	Y	0.191735784203841	0.18509639339346	0.198509483834092	Male	Y in male
27	CHG	Y	0.191067351598174	0.184587743777876	0.197675460891947	Male	Y in male
28	CHG	Y	0.2337885130035	0.226936249056285	0.240747208457228	Male	Y in male
29	CHG	Y	0.187014321495087	0.180916630571948	0.193229163260461	Male	Y in male
31	CHG	Y	0.250579357062214	0.244046007089363	0.257199007456952	Male	Y in male
32	CHG	Y	0.184951217800239	0.178605552388656	0.191425808172085	Male	Y in male
33	CHG	Y	0.153414405986904	0.147674945820387	0.159288933236523	Male	Y in male
34	CHG	Y	0.151308304891923	0.145597529655991	0.157155183766458	Male	Y in male
35	CHG	Y	0.143170051772202	0.137613438857147	0.148864827861041	Male	Y in male
36	CHG	Y	0.110168938751549	0.105254455923438	0.115231879211847	Male	Y in male
37	CHG	Y	0.125335162436865	0.120247858313214	0.130558779335936	Male	Y in male
38	CHG	Y	0.106355458874713	0.101760556600502	0.111085441560952	Male	Y in male
39	CHG	Y	0.101618942150504	0.0973534576018223	0.106007012763679	Male	Y in male
40	CHG	Y	0.0788818297331639	0.0751523554657055	0.0827362980368752	Male	Y in male
41	CHG	Y	0.193432174033532	0.184375255474532	0.202737405779243	Male	Y in male
42	CHG	Y	0.300981633945535	0.289684427839873	0.312462886118156	Male	Y in male
43	CHG	Y	0.349581559242402	0.33825018746974	0.361041839213545	Male	Y in male
44	CHG	Y	0.394982784062961	0.38268497412712	0.407381123789098	Male	Y in male
45	CHG	Y	0.413595933926302	0.401394182387438	0.425877793911271	Male	Y in male
46	CHG	Y	0.505254777070064	0.492809562663745	0.517695107738136	Male	Y in male
50	CHG	Y	0.487488121634463	0.475088058978719	0.499899749866753	Male	Y in male
51	CHG	Y	0.53014340064384	0.518226625420136	0.542034440049601	Male	Y in male
53	CHG	Y	0.566434846266471	0.553170777114829	0.579627904345493	Male	Y in male
55	CHG	Y	0.567554479418886	0.555107725013575	0.579937579486251	Male	Y in male
56	CHG	Y	0.591354119596325	0.579415993466977	0.603211939533221	Male	Y in male
57	CHG	Y	0.580831237982547	0.568963025476504	0.592629683907424	Male	Y in male
58	CHG	Y	0.611568962836262	0.59953068869492	0.623505968343236	Male	Y in male
59	CHG	Y	0.602896705395512	0.590672962319491	0.615024845592843	Male	Y in male
60	CHG	Y	0.625291898688701	0.612423798921929	0.638028536208552	Male	Y in male
1	CHG	Y	0.734571483846005	0.722307014914188	0.746570547603783	Male	Y in male
3	CHG	Y	0.696848241938422	0.684495741517807	0.708991148600064	Male	Y in male
4	CHG	Y	0.698021462105969	0.686190772451372	0.709658172282849	Male	Y in male
5	CHG	Y	0.67935121646912	0.665950178835175	0.692534184919816	Male	Y in male
6	CHG	Y	0.709725315515961	0.697401726794037	0.72182136582105	Male	Y in male
7	CHG	Y	0.684671260942447	0.672051579658921	0.697089919962167	Male	Y in male
8	CHG	Y	0.723580441640379	0.711047596821946	0.735855489310779	Male	Y in male
9	CHG	Y	0.685173230040887	0.671598776126784	0.698514636169195	Male	Y in male
11	CHG	Y	0.506866197183099	0.493775669779003	0.519949666234362	Male	Y in male
12	CHG	Y	0.634538950715421	0.621059198485866	0.647862451601975	Male	Y in male
13	CHG	Y	0.702708803611738	0.689006060896098	0.716143822412705	Male	Y in male
14	CHG	Y	0.731515812431843	0.718434255079016	0.744301888805217	Male	Y in male
15	CHG	Y	0.70982482863671	0.697341247849577	0.722074839572838	Male	Y in male
16	CHG	Y	0.693613581244947	0.680556252836744	0.706442114872269	Male	Y in male
18	CHG	Y	0.674818108326597	0.66156441299425	0.687865253292892	Male	Y in male
19	CHG	Y	0.694796837653981	0.682364715583738	0.707019638530251	Male	Y in male
20	CHG	Y	0.393706686645439	0.380568864840161	0.406960810466171	Male	Y in male
21	CHG	Y	0.075208742632613	0.0712040240705947	0.0793659270516263	Male	Y in male
26	CHG	Y	0.215927750410509	0.20927997004862	0.222688789016456	Male	Y in male
30	CHG	Y	0.186438513599796	0.180365838951823	0.192627871368658	Male	Y in male
47	CHG	Y	0.453932936383579	0.441663135602668	0.466244865956646	Male	Y in male
48	CHG	Y	0.425239234449761	0.413350827436912	0.437192874575262	Male	Y in male
49	CHG	Y	0.483314882176182	0.470928625859973	0.495716539668297	Male	Y in male
52	CHG	Y	0.570179948586118	0.557359652368923	0.582930019002126	Male	Y in male
54	CHG	Y	0.53127147766323	0.518352067622076	0.544159517011214	Male	Y in male
17	CHG	Y	0.668055555555556	0.65486100841658	0.681055194100026	Male	Y in male
1	CHH	X	0.0846377665647674	0.0813531193675263	0.0880116163003029	Male	X in male
2	CHH	X	0.0857635504910413	0.082429954756783	0.0891876860246222	Male	X in male
3	CHH	X	0.0822743396356373	0.0791384891108783	0.0854940612155677	Male	X in male
4	CHH	X	0.0834127270935313	0.0803299153602573	0.0865753122484596	Male	X in male
6	CHH	X	0.0911248947086301	0.0876611886173805	0.0946798737291223	Male	X in male
7	CHH	X	0.091104761197907	0.0876946850381964	0.0946032970741755	Male	X in male
8	CHH	X	0.0753832599118943	0.0723373888216374	0.0785164074851682	Male	X in male
9	CHH	X	0.0901534013332262	0.0866241142894091	0.0937786655313785	Male	X in male
10	CHH	X	0.0849610865252556	0.0816127324313727	0.088401777341849	Male	X in male
11	CHH	X	0.10371008140263	0.0999974614140469	0.107513094702068	Male	X in male
12	CHH	X	0.12002575141834	0.116009767101937	0.124130815181398	Male	X in male
13	CHH	X	0.110554109903567	0.106776455129388	0.114418602362977	Male	X in male
14	CHH	X	0.125927160596716	0.121754271934701	0.130190867594832	Male	X in male
16	CHH	X	0.13037876835867	0.126078788071699	0.134771230030148	Male	X in male
18	CHH	X	0.166508431665084	0.161620420023351	0.171484245407649	Male	X in male
19	CHH	X	0.209265985302813	0.20409947495595	0.214503951305607	Male	X in male
20	CHH	X	0.159133783996227	0.154658552853146	0.163687008085725	Male	X in male
21	CHH	X	0.0183749092714979	0.0172416940412035	0.0195619587385532	Male	X in male
22	CHH	X	0.0221327967806841	0.0209319222763741	0.0233834009977236	Male	X in male
23	CHH	X	0.0205454278153484	0.0193699790858631	0.0217723977294063	Male	X in male
24	CHH	X	0.026960355505791	0.0256478538781822	0.0283211798210192	Male	X in male
25	CHH	X	0.0248381485267481	0.023562202440909	0.0261638731046443	Male	X in male
26	CHH	X	0.0259735867561763	0.0247064891318438	0.0272874878838542	Male	X in male
27	CHH	X	0.0212976140644621	0.0201546745497161	0.0224873922332223	Male	X in male
28	CHH	X	0.0166549070442873	0.0156537295506626	0.0177024833025867	Male	X in male
29	CHH	X	0.0172675360095457	0.0162288218266794	0.0183543901710503	Male	X in male
30	CHH	X	0.0183984138719	0.0173338797777694	0.0195102697240086	Male	X in male
31	CHH	X	0.0207814078814416	0.01964907916339	0.0219609048568857	Male	X in male
33	CHH	X	0.0149226141462349	0.0139637826785342	0.0159291684799981	Male	X in male
34	CHH	X	0.0176399791625501	0.0165626830613953	0.018767975290826	Male	X in male
35	CHH	X	0.0169393037629202	0.0158939207962862	0.0180344626175056	Male	X in male
36	CHH	X	0.01674917330307	0.0156543070376987	0.0178994088337655	Male	X in male
37	CHH	X	0.0167834587767108	0.0157518326825245	0.0178640096434249	Male	X in male
38	CHH	X	0.0177366931115227	0.0166710283481434	0.0188516599968079	Male	X in male
39	CHH	X	0.0185727892153271	0.0174567870549882	0.0197403793246953	Male	X in male
40	CHH	X	0.0160227911956305	0.014990935555387	0.0171060632255488	Male	X in male
41	CHH	X	0.0662563741867417	0.0633922097959749	0.0692095431767461	Male	X in male
42	CHH	X	0.0845502645502646	0.0813368022987904	0.0878491618894914	Male	X in male
43	CHH	X	0.0902841900071817	0.0870230974685631	0.0936269455344052	Male	X in male
44	CHH	X	0.0660955970532808	0.0632713628733938	0.0690065726827382	Male	X in male
45	CHH	X	0.0821603427172583	0.0788590744058095	0.0855548241176114	Male	X in male
46	CHH	X	0.0682494818164688	0.0652438821949788	0.0713500363562817	Male	X in male
47	CHH	X	0.0758543833580981	0.0727189167366603	0.0790817577250713	Male	X in male
48	CHH	X	0.0719993823109292	0.0688803887709864	0.0752147927237407	Male	X in male
49	CHH	X	0.06708312918504	0.0639811934211906	0.070288259191989	Male	X in male
51	CHH	X	0.0646746079816946	0.0619041220721643	0.0675305593703051	Male	X in male
52	CHH	X	0.0753211218362849	0.0721604800039856	0.0785759167609431	Male	X in male
53	CHH	X	0.0702142567393148	0.0672008834769685	0.0733201064185064	Male	X in male
54	CHH	X	0.0746133796698523	0.0716030021462349	0.0777099750774476	Male	X in male
55	CHH	X	0.0752475247524752	0.0721717987652658	0.0784124487413543	Male	X in male
56	CHH	X	0.0640922929017786	0.0613995306947698	0.0668665441702365	Male	X in male
57	CHH	X	0.0750375187593797	0.0719772954380167	0.078186309699431	Male	X in male
58	CHH	X	0.0729054077612357	0.0699225508304727	0.0759751204887446	Male	X in male
59	CHH	X	0.0684840425531915	0.0655820801758169	0.0714741031473929	Male	X in male
60	CHH	X	0.0710247862008987	0.0680213246739157	0.0741189376484189	Male	X in male
5	CHH	X	0.0942955672102881	0.0908871200176679	0.0977889560039719	Male	X in male
15	CHH	X	0.122200408670219	0.118161325552894	0.126327679632452	Male	X in male
17	CHH	X	0.126256799076974	0.122102339156252	0.130500983923071	Male	X in male
32	CHH	X	0.0197487129401248	0.0186540320636129	0.0208898658828514	Male	X in male
50	CHH	X	0.0806270096463022	0.0772729822558577	0.0840793699489587	Male	X in male
2	CHH	Y	0.102681845722121	0.0993432169209762	0.106094273557873	Male	Y in male
9	CHH	Y	0.103765045093372	0.100326164443145	0.107281313524438	Male	Y in male
10	CHH	Y	0.105196330508206	0.101829025861552	0.108636626093652	Male	Y in male
19	CHH	Y	0.216836577077541	0.212357487597086	0.221366532225268	Male	Y in male
21	CHH	Y	0.0337664823988322	0.0325520986244148	0.0350133673155645	Male	Y in male
22	CHH	Y	0.03855435870269	0.0372695241773295	0.0398708273592647	Male	Y in male
23	CHH	Y	0.0458936604311595	0.0444658829555731	0.0473539281956629	Male	Y in male
24	CHH	Y	0.0553180014638468	0.0537226353670552	0.0569465952877415	Male	Y in male
25	CHH	Y	0.0482324953742992	0.046677495319386	0.0498240896681251	Male	Y in male
26	CHH	Y	0.0514330059675132	0.0498602012385969	0.0530407468154252	Male	Y in male
27	CHH	Y	0.0455827825245849	0.0440954073099782	0.0471057051354161	Male	Y in male
28	CHH	Y	0.0480519824254936	0.0465378011909576	0.0496009835761053	Male	Y in male
29	CHH	Y	0.0432241213166303	0.0418153335588467	0.0446666323457724	Male	Y in male
30	CHH	Y	0.0395976982985267	0.0382620832192682	0.0409665652261996	Male	Y in male
31	CHH	Y	0.0472417802880254	0.0457657801953577	0.0487514605581796	Male	Y in male
32	CHH	Y	0.0393385856362489	0.0379539707654654	0.0407592173672375	Male	Y in male
33	CHH	Y	0.0384219643392073	0.0370733244713411	0.0398056240250911	Male	Y in male
34	CHH	Y	0.0362397576346368	0.0349409803172164	0.0375730722790831	Male	Y in male
35	CHH	Y	0.0345745031149981	0.0332861605199812	0.035898568559208	Male	Y in male
36	CHH	Y	0.0324531737773153	0.0312117573834607	0.0337300349334722	Male	Y in male
37	CHH	Y	0.0376404215130729	0.036335911329481	0.038978398152415	Male	Y in male
38	CHH	Y	0.0336145421753936	0.0324078617097573	0.0348534619990631	Male	Y in male
39	CHH	Y	0.0278556453322654	0.0267590039758951	0.028984703545702	Male	Y in male
40	CHH	Y	0.0265717727901477	0.0255287265604446	0.0276456036913216	Male	Y in male
41	CHH	Y	0.091123713721163	0.0882841194586446	0.094024402950042	Male	Y in male
42	CHH	Y	0.112329712935178	0.109157093006354	0.115562251557049	Male	Y in male
43	CHH	Y	0.0987091267936203	0.0957078464888059	0.101772721403849	Male	Y in male
44	CHH	Y	0.103897838689856	0.100824184088443	0.107033097654143	Male	Y in male
45	CHH	Y	0.109611301863549	0.106493253936251	0.112788905614593	Male	Y in male
46	CHH	Y	0.0996164471743154	0.0965943151131615	0.102701104046828	Male	Y in male
47	CHH	Y	0.0947798576324809	0.0918500190057959	0.0977719019233192	Male	Y in male
49	CHH	Y	0.0882687207980806	0.085492111622266	0.0911058811968075	Male	Y in male
50	CHH	Y	0.0918547911416162	0.0889421204533984	0.0948311866386018	Male	Y in male
51	CHH	Y	0.0931003865037084	0.0902078841723077	0.0960547630162494	Male	Y in male
53	CHH	Y	0.0860606767114505	0.0831138045461342	0.0890778315000337	Male	Y in male
54	CHH	Y	0.0899991635765467	0.0870568068193277	0.0930081004297809	Male	Y in male
55	CHH	Y	0.0909888646816751	0.0879091168603476	0.094140713538392	Male	Y in male
56	CHH	Y	0.0969654981294167	0.0939310315418494	0.100065003782085	Male	Y in male
57	CHH	Y	0.0875495055997062	0.0847308544562237	0.0904311576555036	Male	Y in male
58	CHH	Y	0.0838008606133232	0.0809860569926203	0.0866816929717029	Male	Y in male
59	CHH	Y	0.0965950937623931	0.0935326696717842	0.0997240655853098	Male	Y in male
60	CHH	Y	0.0879295448844793	0.0850188437506542	0.0909071403689501	Male	Y in male
1	CHH	Y	0.103615109535114	0.100360357238928	0.106939229796522	Male	Y in male
3	CHH	Y	0.0907836485942621	0.0877843880382364	0.093851431682622	Male	Y in male
4	CHH	Y	0.0842395804581838	0.0813992065376313	0.0871468037396305	Male	Y in male
5	CHH	Y	0.0927488442763392	0.0895384070586388	0.0960359927957111	Male	Y in male
6	CHH	Y	0.102657522503215	0.0993860950276113	0.105999800536733	Male	Y in male
7	CHH	Y	0.102397042334616	0.0991459640588515	0.105718291902718	Male	Y in male
8	CHH	Y	0.102530120481928	0.0992869494585148	0.105843013111613	Male	Y in male
11	CHH	Y	0.079005770084332	0.0764673651811035	0.0816014468641049	Male	Y in male
12	CHH	Y	0.111889970432876	0.108349814843971	0.115505219319859	Male	Y in male
13	CHH	Y	0.118778809539715	0.115134437356101	0.122497333274016	Male	Y in male
14	CHH	Y	0.118125254041209	0.114607183813594	0.121712841206308	Male	Y in male
15	CHH	Y	0.130762759394279	0.127279709323485	0.13430606259877	Male	Y in male
16	CHH	Y	0.137792943963451	0.134221010851541	0.141424312050875	Male	Y in male
18	CHH	Y	0.166729525080507	0.162808325423703	0.170706964048303	Male	Y in male
20	CHH	Y	0.219736011779554	0.21558293074954	0.223931926970715	Male	Y in male
48	CHH	Y	0.0903186790071519	0.0874561300816821	0.0932439573258148	Male	Y in male
52	CHH	Y	0.102832281672285	0.0996556861537818	0.106075511487983	Male	Y in male
17	CHH	Y	0.1522823392154	0.148494149686116	0.156129532403826	Male	Y in male
